sample_index,sample_id,category,task,example,gt_skill_pattern,official_status,official_eligible,repeat_1_status,repeat_1_success,repeat_2_status,repeat_2_success,case_dir,updated_at
1775,PhysicsLaw/density_qa/example74,PhysicsLaw,density_qa,example74,press,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example74,2026-05-20 03:39:29
1776,PhysicsLaw/density_qa/example75,PhysicsLaw,density_qa,example75,press,B5_nondeterministic_mismatch,False,completed,True,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example75,2026-05-20 03:40:52
1777,PhysicsLaw/density_qa/example76,PhysicsLaw,density_qa,example76,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example76,2026-05-20 03:42:14
1778,PhysicsLaw/density_qa/example77,PhysicsLaw,density_qa,example77,press,B5_nondeterministic_mismatch,False,completed,True,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example77,2026-05-20 03:43:36
1779,PhysicsLaw/density_qa/example78,PhysicsLaw,density_qa,example78,press,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example78,2026-05-20 03:44:54
1780,PhysicsLaw/density_qa/example79,PhysicsLaw,density_qa,example79,press,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example79,2026-05-20 03:46:18
1781,PhysicsLaw/density_qa/example80,PhysicsLaw,density_qa,example80,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example80,2026-05-20 03:47:44
1782,PhysicsLaw/density_qa/example81,PhysicsLaw,density_qa,example81,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example81,2026-05-20 03:49:10
1783,PhysicsLaw/density_qa/example82,PhysicsLaw,density_qa,example82,press,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example82,2026-05-20 03:50:32
1784,PhysicsLaw/density_qa/example83,PhysicsLaw,density_qa,example83,press,B5_nondeterministic_mismatch,False,completed,True,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example83,2026-05-20 03:51:54
1785,PhysicsLaw/density_qa/example84,PhysicsLaw,density_qa,example84,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example84,2026-05-20 03:53:18
1786,PhysicsLaw/density_qa/example85,PhysicsLaw,density_qa,example85,press,B5_nondeterministic_mismatch,False,completed,True,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example85,2026-05-20 03:54:35
1787,PhysicsLaw/density_qa/example86,PhysicsLaw,density_qa,example86,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example86,2026-05-20 03:55:55
1788,PhysicsLaw/density_qa/example87,PhysicsLaw,density_qa,example87,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example87,2026-05-20 03:57:20
1789,PhysicsLaw/density_qa/example88,PhysicsLaw,density_qa,example88,press,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example88,2026-05-20 03:58:39
1790,PhysicsLaw/density_qa/example89,PhysicsLaw,density_qa,example89,press,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example89,2026-05-20 04:00:00
1791,PhysicsLaw/density_qa/example90,PhysicsLaw,density_qa,example90,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example90,2026-05-20 04:01:15
1792,PhysicsLaw/density_qa/example91,PhysicsLaw,density_qa,example91,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example91,2026-05-20 04:02:34
1793,PhysicsLaw/density_qa/example92,PhysicsLaw,density_qa,example92,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example92,2026-05-20 04:03:51
1794,PhysicsLaw/density_qa/example93,PhysicsLaw,density_qa,example93,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example93,2026-05-20 04:05:10
1795,PhysicsLaw/density_qa/example94,PhysicsLaw,density_qa,example94,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example94,2026-05-20 04:06:32
1796,PhysicsLaw/density_qa/example95,PhysicsLaw,density_qa,example95,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example95,2026-05-20 04:07:55
1797,PhysicsLaw/density_qa/example96,PhysicsLaw,density_qa,example96,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example96,2026-05-20 04:09:24
1798,PhysicsLaw/density_qa/example97,PhysicsLaw,density_qa,example97,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example97,2026-05-20 04:10:52
1799,PhysicsLaw/density_qa/example98,PhysicsLaw,density_qa,example98,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example98,2026-05-20 04:12:13
1800,PhysicsLaw/density_qa/example99,PhysicsLaw,density_qa,example99,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\density_qa\example99,2026-05-20 04:13:34
1801,PhysicsLaw/friction_qa/example0,PhysicsLaw,friction_qa,example0,press,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\friction_qa\example0,2026-05-20 04:14:56
1802,PhysicsLaw/friction_qa/example1,PhysicsLaw,friction_qa,example1,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\friction_qa\example1,2026-05-20 04:16:14
1803,PhysicsLaw/friction_qa/example2,PhysicsLaw,friction_qa,example2,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\friction_qa\example2,2026-05-20 04:17:29
1804,PhysicsLaw/friction_qa/example3,PhysicsLaw,friction_qa,example3,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\friction_qa\example3,2026-05-20 04:18:50
1805,PhysicsLaw/friction_qa/example4,PhysicsLaw,friction_qa,example4,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\friction_qa\example4,2026-05-20 04:20:10
1806,PhysicsLaw/friction_qa/example5,PhysicsLaw,friction_qa,example5,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\friction_qa\example5,2026-05-20 04:21:34
1807,PhysicsLaw/friction_qa/example6,PhysicsLaw,friction_qa,example6,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\friction_qa\example6,2026-05-20 04:22:55
1808,PhysicsLaw/friction_qa/example7,PhysicsLaw,friction_qa,example7,press,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\friction_qa\example7,2026-05-20 04:24:16
1809,PhysicsLaw/friction_qa/example8,PhysicsLaw,friction_qa,example8,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\friction_qa\example8,2026-05-20 04:25:34
1810,PhysicsLaw/friction_qa/example9,PhysicsLaw,friction_qa,example9,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\friction_qa\example9,2026-05-20 04:26:58
1811,PhysicsLaw/friction_qa/example10,PhysicsLaw,friction_qa,example10,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\friction_qa\example10,2026-05-20 04:28:26
1812,PhysicsLaw/friction_qa/example11,PhysicsLaw,friction_qa,example11,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\friction_qa\example11,2026-05-20 04:29:48
1813,PhysicsLaw/friction_qa/example12,PhysicsLaw,friction_qa,example12,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\friction_qa\example12,2026-05-20 04:31:16
1814,PhysicsLaw/friction_qa/example13,PhysicsLaw,friction_qa,example13,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\friction_qa\example13,2026-05-20 04:32:32
1815,PhysicsLaw/friction_qa/example14,PhysicsLaw,friction_qa,example14,press,B5_nondeterministic_mismatch,False,completed,True,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\friction_qa\example14,2026-05-20 04:33:49
1816,PhysicsLaw/friction_qa/example15,PhysicsLaw,friction_qa,example15,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\friction_qa\example15,2026-05-20 04:35:15
1817,PhysicsLaw/friction_qa/example16,PhysicsLaw,friction_qa,example16,press,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\friction_qa\example16,2026-05-20 04:36:38
1818,PhysicsLaw/friction_qa/example17,PhysicsLaw,friction_qa,example17,press,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\friction_qa\example17,2026-05-20 04:37:59
1819,PhysicsLaw/friction_qa/example18,PhysicsLaw,friction_qa,example18,press,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\friction_qa\example18,2026-05-20 04:39:19
